No,Status BPHTB,Subholding,Region,Eks PTPN,No Sertifikat,No Identifikasi Aset (SAP Legal),Nama Sertifikat,Jenis Hak,Nama Unit,Desa,Kecamatan,Kabupaten,Provinsi,Pulau,Komoditas,Luas (Ha),Luas (Ha) sebelum,Areal Planted (Ha),Areal Lain-lain (Ha),"Areal Lahan Kosong, Cadangan (Ha)","Areal Jalan, Jembatan (Ha)","Bangunan, Emplasment, Fasum, Fasos, dll (Ha)","Kanal/Parit, Sungai, Jurang, Areal Rawa (Ha)",Konservasi/Kawasan Hutan (Ha) ,Areal Kerjasama (Ha),Areal Okupasi (Ha),Okupasi Berat (Ha),Okupasi Sedang (Ha),Okupasi Ringan (Ha),Jumlah Bidang,Status Alas Hak,Tanggal Terbit Sertifikat Hak Atas Tanah,Tanggal Berakhir Sertifikat Hak Atas Tan,Nilai Buku (Rp),NJOP (Rp),Fair Value,NOP,Kode,Date Today,Masa Berlaku Sertifikat,Masa Berlaku Sertifikat yang Masih Berlaku,Urutan Alas Hak,Link Polygon,Status Penyelesaian BPHTB,Tahun Berakhir
3871,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120066,1/LENGKONG,HGU,MUMBUL,LENGKONG,MUMBULSARI, JEMBER ,JAWA TIMUR,JAWA,TEBU,"  73,16 ","73,16",,,,,,,,,,,,,1,HGU,13/12/2005,31/12/2026,4.201.428.496,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3872,BPHTB,PTPN I,REGIONAL 4,PTPN X,-,N0100698,-/MANGARAN,Dalam Proses Sertifikasi,UNIT KEBUN TEMBAKAU,MANGARAN,AJUNG, JEMBER ,JAWA TIMUR,JAWA,TEBU,"0,85",,,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3873,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120068,"-/AJUNG, JENGGAWAH",Dalam Proses Sertifikasi,MUMBUL,"AJUNG, JENGGAWAH","AJUNG, JENGGAWAH", JEMBER ,JAWA TIMUR,JAWA,TEBU,"  67,63 ","67,63",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3874,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120069,"-/AJUNG, JENGGAWAH",Dalam Proses Sertifikasi,MUMBUL,"AJUNG, JENGGAWAH","AJUNG, JENGGAWAH", JEMBER ,JAWA TIMUR,JAWA,TEBU,"  51,72 ","51,72",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3875,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120070,2/SUCO,HGU,MUMBUL,SUCO,MUMBULSARI, JEMBER ,JAWA TIMUR,JAWA,TEBU,"  1.230,28 ","1.230,28",,,,,,,,,,,,,1,HGU,21/07/2016,31/12/2037,70.652.452.839,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3876,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0005,N0120071,5/LENGKONG,HGU,MUMBUL,LENGKONG,MUMBULSARI, JEMBER ,JAWA TIMUR,JAWA,TEBU,"  1.503,10 ","1.503,10",,,,,,,,,,,,,1,HGU,28/02/2018,30/12/2037,86.319.944.941,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3877,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0022,N0120072,22/CURAHNONGKO,HGU,KOTTA BLATER,CURAHNONGKO,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,NON-KOMODITI,"  2.681,04 ","2.681,04",,,,,,,,,,,,,1,HGU,25/10/2011,31/12/2037,182.460.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3878,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120073,1/TEMPUREJO,HGU,GLANTANGAN,TEMPUREJO,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, DAN KAYUAN","  3.181,62 ","3.181,62",,,,,,,,,,,,,1,HGU,26/03/2019,30/12/2037,179.173.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3879,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120074,1/MULYOREJO,HGU,SILOSANEN,MULYOREJO,SILO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEBU, KAYUAN","  1.428,65 ","1.428,65",,,,,,,,,,,,,1,HGU,01/01/2021,01/01/2046,61.443.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2046
3880,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0010,N0120075,10/PACE,HGU,SUMBER TENGAH,PACE,SILO, JEMBER ,JAWA TIMUR,JAWA,NON-KOMODITI,"  964,97 ","964,97",,,,,,,,,,,,,1,HGU,25/10/2011,31/12/2036,79.613.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2036
3881,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120076,1/SUMBERCANTING,HGU,KALISAT JAMPIT,SUMBERCANTING,WRINGIN,BONDOWOSO,JAWA TIMUR,JAWA,KOPI,"  3.105,41 ","3.105,41",,,,,,,,,,,,,1,HGU,19/10/2011,31/12/2036,219.098.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2036
3882,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0003,N0120077,3/KLABANG,HGU,BLAWAN,KLABANG,KLABANG,BONDOWOSO,JAWA TIMUR,JAWA,NON-KOMODITI,"  4.751,45 ","4.751,45",,,,,,,,,,,,,1,HGU,18/08/2016,30/12/2037,338.275.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3883,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120078,2/SUMBERCANTING,HGU,PANCUR ANGKREK,SUMBERCANTING,WRINGIN,BONDOWOSO,JAWA TIMUR,JAWA,NON-KOMODITI,"  1.639,85 ","1.639,85",,,,,,,,,,,,,1,HGU,17/06/2017,30/12/2037,110.701.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3884,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120079,1/ARJASA,HGU,KAYUMAS,ARJASA,ARJASA,SITUBONDO,JAWA TIMUR,JAWA,"KOPI, KAYUAN","  814,20 ","814,20",,,,,,,,,,,,,1,HGU,29/12/2000,31/12/2013,47.570.704.443,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3885,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120080,1/SOLOR,HGU,KAYUMAS,SOLOR,CERMEE,BONDOWOSO,JAWA TIMUR,JAWA,"KOPI, KAYUAN","  62,34 ","62,34",,,,,,,,,,,,,1,HGU,21/10/2021,18/10/2046,3.822.295.557,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2046
3886,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120081,2/BAYEMAN,HGB,KAYUMAS,BAYEMAN,ARJASA,SITUBONDO,JAWA TIMUR,JAWA,"KOPI, KAYUAN","  0,16 ","0,16",,,,,,,,,,,,,1,HGB,17/03/2016,15/03/2036,,,,,11,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2036
3887,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0003,N0120082,3/BAYEMAN,HGB,KAYUMAS,BAYEMAN,ARJASA,SITUBONDO,JAWA TIMUR,JAWA,"KOPI, KAYUAN","  0,11 ","0,11",,,,,,,,,,,,,1,HGB,17/03/2016,15/03/2036,,,,,11,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2036
3888,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120083,1/JAGIR,HGU,TRETES,JAGIR,SINE,NGAWI,JAWA TIMUR,JAWA,"KARET, TEBU, KAYU-KAYUAN","  556,02 ","556,02",,,,,,,,,,,,,1,HGU,07/02/1992,31/12/2013,44.561.846.113,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3889,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120084,1/KRENDEGAN,HGU,TRETES,KRENDEGAN,NGRAMBE,NGAWI,JAWA TIMUR,JAWA,"KARET, TEBU, KAYU-KAYUAN","  376,43 ","376,43",,,,,,,,,,,,,1,HGU,07/02/1992,31/12/2013,29.279.153.887,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3890,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120085,1/SEPAWON,HGU,NGRANGKAH PAWON,SEPAWON,PLOSOKLATEN,KEDIRI,JAWA TIMUR,JAWA,"KARET, TEBU, KAYUAN, ","  2.521,75 ","2.521,75",,,,,,,,,,,,,1,HGU,23/06/2016,31/12/2037,166.131.491.847,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,ON PROGRESS,2037
3891,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120086,-/SEPAWON,Dalam Proses Sertifikasi,NGRANGKAH PAWON,SEPAWON,PLOSOKLATEN,KEDIRI,JAWA TIMUR,JAWA,"KARET, TEBU, KAYUAN, ","  62,12 ","62,12",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,ON PROGRESS,-
3892,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120087,1/SATAK,HGU,NGRANGKAH PAWON,SATAK,PUNCU,KEDIRI,JAWA TIMUR,JAWA,"KARET, TEBU, KAYUAN, ","  1.419,54 ","1.419,54",,,,,,,,,,,,,1,HGU,18/06/2015,31/12/2037,93.518.508.153,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,ON PROGRESS,2037
3893,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120088,-/SATAK,Dalam Proses Sertifikasi,NGRANGKAH PAWON,SATAK,PUNCU,KEDIRI,JAWA TIMUR,JAWA,"KARET, TEBU, KAYUAN, ","  13,39 ","13,39",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,ON PROGRESS,-
3894,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0054,N0120089,54/TULUNGREJO,HGU,BANTARAN,TULUNGREJO,GANDUSARI,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  622,41 ","622,41",,,,,,,,,,,,,1,HGU,05/04/2017,31/12/2037,38.152.338.044,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3895,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0009,N0120090,9/NGADIRENGGO,HGU,BANTARAN,NGADIRENGGO,WLINGI,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  423,17 ","423,17",,,,,,,,,,,,,1,HGU,17/07/2019,31/12/2037,25.939.350.531,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3896,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0064,N0120091,64/PENATARAN,HGU,BANTARAN,PENATARAN,NGLEGOK,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  109,68 ","109,68",,,,,,,,,,,,,1,HGU,25/11/2020,31/12/2026,6.722.871.390,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3897,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120092,-/PENATARAN,Dalam Proses Sertifikasi,BANTARAN,PENATARAN,NGLEGOK,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  71,24 ","71,24",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3898,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0065,N0120093,65/PENATARAN,HGU,BANTARAN,PENATARAN,NGLEGOK,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  5,23 ","5,23",,,,,,,,,,,,,1,HGU,25/11/2020,31/12/2026,320.341.058,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3899,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0066,N0120094,66/PENATARAN,HGU,BANTARAN,PENATARAN,NGLEGOK,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  81,94 ","81,94",,,,,,,,,,,,,1,HGU,25/11/2020,31/12/2026,5.022.477.025,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3900,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0067,N0120095,67/PENATARAN,HGU,BANTARAN,PENATARAN,NGLEGOK,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  1,25 ","1,25",,,,,,,,,,,,,1,HGU,25/11/2020,31/12/2026,76.621.952,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3901,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0004,N0120096,4/SUMBERDIREN,HGB,BANTARAN,SUMBERDIREN,GARUM,BLITAR,JAWA TIMUR,JAWA,NON-KOMODITI,"  0,29 ","0,29",,,,,,,,,,,,,1,HGB,26/12/1995,30/12/2025,2.163.000.000,,,,11,17/09/2026,BERAKHIR,BERAKHIR,2,,TUNTAS,2025
3902,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120097,1/WONOSARI,HGU,BANGELAN,WONOSARI,KLUWUT,MALANG,JAWA TIMUR,JAWA,"KOPI, TEH, KAYUAN","  883,20 ","883,20",,,,,,,,,,,,,1,HGU,13/06/2006,30/12/2028,45.276.000.000,,,,11,17/09/2026,BERLAKU,<4 TAHUN,1,,TUNTAS,2028
3903,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120098,"2/SUMBERJERU, TEGALREJO",HGU,PANCURSARI,"SUMBERJERU, TEGALREJO",SUMBERMANJING WETAN,MALANG,JAWA TIMUR,JAWA,NON-KOMODITI,"  1.321,35 ","1.321,35",,,,,,,,,,,,,1,HGU,09/06/2015,31/12/2037,38.447.874.693,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3904,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120099,1/RINGINKEMBAR,HGU,PANCURSARI,RINGINKEMBAR,SUMBERMANJING WETAN,MALANG,JAWA TIMUR,JAWA,NON-KOMODITI,"  268,82 ","268,82",,,,,,,,,,,,,1,HGU,03/02/2010,02/02/2045,7.821.869.064,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2045
3905,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120100,2/RINGINKEMBAR,HGU,PANCURSARI,RINGINKEMBAR,SUMBERMANJING WETAN,MALANG,JAWA TIMUR,JAWA,NON-KOMODITI,"  1.393,30 ","1.393,30",,,,,,,,,,,,,1,HGU,03/02/2010,02/02/2045,40.541.256.243,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2045
3906,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120101,1/TOYOMARTO,HGU,WONOSARI,TOYOMARTO,SINGOSARI,MALANG,JAWA TIMUR,JAWA,"TEH, KAYUAN, HORTIKULTURA","  722,81 ","722,81",,,,,,,,,,,,,1,HGU,29/12/2015,31/12/2037,49.459.734.325,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3907,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0006,N0120102,6/KEDEMUNGAN,HGU,WONOSARI,KEDEMUNGAN,KEJAYAN,PASURUAN,JAWA TIMUR,JAWA,"TEH, KAYUAN, HORTIKULTURA","  429,95 ","429,95",,,,,,,,,,,,,1,HGU,16/03/2011,30/12/2036,29.420.265.675,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2036
3908,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120103,2/AMBIL-AMBIL,HGB,WONOSARI,AMBIL-AMBIL,KEJAYAN,PASURUAN,JAWA TIMUR,JAWA,"TEH, KAYUAN, HORTIKULTURA","  0,58 ","0,58",,,,,,,,,,,,,1,HGB,08/11/1995,26/10/2025,307.000.000,,,,11,17/09/2026,BERAKHIR,BERAKHIR,2,,TUNTAS,2025
3909,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0003,N0120104,3/AMBIL-AMBIL,HGB,WONOSARI,AMBIL-AMBIL,KEJAYAN,PASURUAN,JAWA TIMUR,JAWA,"TEH, KAYUAN, HORTIKULTURA","  3,42 ","3,42",,,,,,,,,,,,,1,HGB,08/11/1995,26/10/2025,1.623.000.000,,,,11,17/09/2026,BERAKHIR,BERAKHIR,2,,TUNTAS,2025
3910,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120105,1/KERTOWONO,HGU,KERTOWONO,KERTOWONO,GUCIALIT,LUMAJANG,JAWA TIMUR,JAWA,"KOPI, TEH, TEBU,  KAYUAN, HORTIKULTURA","  1.198,89 ","1.198,89",,,,,,,,,,,,,1,HGU,11/04/1991,31/12/2013,84.564.129.475,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3911,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120106,1/BADES,HGU,KERTOWONO,BADES,PASIRIAN,LUMAJANG,JAWA TIMUR,JAWA,"KOPI, TEH, TEBU,  KAYUAN, HORTIKULTURA","  1.044,11 ","1.044,11",,,,,,,,,,,,,1,HGU,29/10/2015,22/10/2039,74.869.870.525,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2039
3912,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0007,N0120107,7/KUTORENON,HGB,KERTOWONO,KUTORENON,SUKODONO,LUMAJANG,JAWA TIMUR,JAWA,"KOPI, TEH, TEBU,  KAYUAN, HORTIKULTURA","  0,61 ","0,61",,,,,,,,,,,,,1,HGB,04/07/2011,01/04/2031,10.836.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2031
3913,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120108,1/GELANG,HGU,GUNUNG GAMBIR,GELANG,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  1.381,63 ","1.381,63",,,,,,,,,,,,,1,HGU,13/12/2005,31/12/2026,87.742.503.711,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3914,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0004,N0120109,4/JAMBESARI,HGU,GUNUNG GAMBIR,JAMBESARI,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  768,83 ","768,83",,,,,,,,,,,,,1,HGU,21/07/2016,31/12/2037,48.825.889.173,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3915,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0005,N0120110,5/GELANG,HGU,GUNUNG GAMBIR,GELANG,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  397,80 ","397,80",,,,,,,,,,,,,1,HGU,31/12/2014,31/12/2037,25.262.982.341,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3916,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0009,N0120111,9/KALIGLAGAH,HGU,GUNUNG GAMBIR,KALIGLAGAH,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  128,68 ","128,68",,,,,,,,,,,,,1,HGU,10/10/2014,31/12/2037,8.171.984.174,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
3917,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120112,2/ANDUNG BIRU,HGU,GUNUNG GAMBIR,ANDUNG BIRU,TIRIS,PROBOLINGGO,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  308,56 ","308,56",,,,,,,,,,,,,1,HGU,20/06/2006,31/12/2026,19.595.640.601,,,,11,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
3918,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0011,N0120113,11/JATIROTO,HGB,GUNUNG GAMBIR,JATIROTO,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  0,06 ","0,06",,,,,,,,,,,,,1,HGB,15/09/2015,08/09/2035,130.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2035
3919,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0004,N0120114,4/JATIROTO,HGB,GUNUNG GAMBIR,JATIROTO,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  0,11 ","0,11",,,,,,,,,,,,,1,HGB,10/08/2016,27/07/2046,239.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2046
3920,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0005,N0120115,5/JATIROTO,HGB,GUNUNG GAMBIR,JATIROTO,SUMBERBARU, JEMBER ,JAWA TIMUR,JAWA,"KARET, KOPI, TEH,  KAYUAN, ","  0,07 ","0,07",,,,,,,,,,,,,1,HGB,10/08/2016,27/07/2046,162.000.000,,,,11,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2046
3921,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120116,1/BUMIREJO,HGU,KALIBAKAR,BUMIREJO,DAMPIT,MALANG,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  545,12 ","545,12",,,,,,,,,,,,,1,HGU,26/03/1992,31/12/2013,,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3922,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0002,N0120117,2/TIRTOYUDO,HGU,KALIBAKAR,TIRTOYUDO,TIRTOYUDO,MALANG,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  51,46 ","51,46",,,,,,,,,,,,,1,HGU,26/03/1992,31/12/2013,,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3923,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120118,1/KAPATIHAN,HGU,KALIBAKAR,KAPATIHAN,TIRTOYUDO,MALANG,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  686,44 ","686,44",,,,,,,,,,,,,1,HGU,26/03/1992,31/12/2013,,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3924,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120119,1/TIRTOYUDO,HGU,KALIBAKAR,TIRTOYUDO,TIRTOYUDO,MALANG,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  214,36 ","214,36",,,,,,,,,,,,,1,HGU,26/03/1992,31/12/2013,,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3925,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120120,1/TLOGOSARI,HGU,KALIBAKAR,TLOGOSARI,TIRTOYUDO,MALANG,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  198,77 ","198,77",,,,,,,,,,,,,1,HGU,26/03/1992,31/12/2013,,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3926,BPHTB,PTPN I,REGIONAL 5,PTPN XII,0001,N0120121,1/SIMOJAYAN,HGU,KALIBAKAR,SIMOJAYAN,AMPELGADING,MALANG,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  240,58 ","240,58",,,,,,,,,,,,,1,HGU,26/03/1992,31/12/2013,,,,,11,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2013
3927,BPHTB,PTPN I,REGIONAL 5,PTPN XII,9329,N0120122,9329/CURAHTAKIR,HGU,KALISANEN,CURAHTAKIR,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  1.121,66 ","1.121,66",,,,,,,,,,,,,1,HGU,14/07/2022,13/01/2057,65.798.532.250,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2057
3928,BPHTB,PTPN I,REGIONAL 5,PTPN XII,9328,N0120123,9328/WONOASRI,HGU,KALISANEN,WONOASRI,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  797,86 ","797,86",,,,,,,,,,,,,1,HGU,14/07/2022,13/01/2057,46.804.280.134,,,,11,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2057
3929,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120124,-/CURAHNONGKO,Dalam Proses Sertifikasi,KALISANEN,CURAHNONGKO,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  347,68 ","347,68",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,20.395.534.417,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3930,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120125,-/CURAHNONGKO,Dalam Proses Sertifikasi,KALISANEN,CURAHNONGKO,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  144,53 ","144,53",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,8.478.187.910,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3931,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120126,-/CURAHNONGKO,Dalam Proses Sertifikasi,KALISANEN,CURAHNONGKO,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  23,16 ","23,16",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,1.358.717.164,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
3932,BPHTB,PTPN I,REGIONAL 5,PTPN XII,-,N0120127,-/CURAHNONGKO,Dalam Proses Sertifikasi,KALISANEN,CURAHNONGKO,TEMPUREJO, JEMBER ,JAWA TIMUR,JAWA,"KARET, KAYUAN,  HORTIKULTURA","  125,00 ","125,00",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,7.332.748.125,,,,11,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,TUNTAS,-
