No,Status BPHTB,Subholding,Region,Eks PTPN,No Sertifikat,No Identifikasi Aset (SAP Legal),Nama Sertifikat,Jenis Hak,Nama Unit,Desa,Kecamatan,Kabupaten,Provinsi,Pulau,Komoditas,Luas (Ha),Luas (Ha) sebelum,Areal Planted (Ha),Areal Lain-lain (Ha),"Areal Lahan Kosong, Cadangan (Ha)","Areal Jalan, Jembatan (Ha)","Bangunan, Emplasment, Fasum, Fasos, dll (Ha)","Kanal/Parit, Sungai, Jurang, Areal Rawa (Ha)",Konservasi/Kawasan Hutan (Ha) ,Areal Kerjasama (Ha),Areal Okupasi (Ha),Okupasi Berat (Ha),Okupasi Sedang (Ha),Okupasi Ringan (Ha),Jumlah Bidang,Status Alas Hak,Tanggal Terbit Sertifikat Hak Atas Tanah,Tanggal Berakhir Sertifikat Hak Atas Tan,Nilai Buku (Rp),NJOP (Rp),Fair Value,NOP,Kode,Date Today,Masa Berlaku Sertifikat,Masa Berlaku Sertifikat yang Masih Berlaku,Urutan Alas Hak,Link Polygon,Status Penyelesaian BPHTB,Tahun Berakhir
1,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0126,N001AK01,126/SIMPANG KANAN,HGU,PULAU TIGA,SIMPANG KANAN,KEJURUAN MUDA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"1.075,56","1.075,56",,,,,,,,,,,,,0,HGU,06/09/1999,20/12/2024,25.103.291.191,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1ERNbBSH7uNnTgK4VndnZ_AGZuLMUcUm_/view?usp=drive_link,ON PROGRESS,2024
2,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0127,N001AK01,127/KALOY,HGU,PULAU TIGA,KALOY,TAMIANG HULU,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"2.180,80","1.980,80",,,,,,,,,,,,,0,HGU,06/09/1999,20/12/2024,50.899.305.877,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/12a9PTTtzf19QIH-lyyRVSJ5WmDaJIabM/view?usp=drive_link,ON PROGRESS,2024
3,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0127,N001AK01,127/KALOY,Dalam Proses Sertifikasi,PULAU TIGA,KALOY,TAMIANG HULU,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,,"200,00",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,1,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/12a9PTTtzf19QIH-lyyRVSJ5WmDaJIabM/view?usp=drive_link,ON PROGRESS,-
4,BPHTB,PTPN I,REGIONAL 6,PTPN I,0001,N001AK01,1/HARUM SARI,HGU,PULAU TIGA,HARUM SARI,TAMIANG HULU,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"465,11","465,11",,,,,,,,,,,,,0,HGU,17/01/1987,31/12/2019,10.855.546.660,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,,ON PROGRESS,2019
5,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0226,N001AK01,"226/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"219,33","219,33",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,5.119.105.263,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1IZR3qaEThjhw3aIc4a6z97FNXIGp19_F/view?usp=drive_link,ON PROGRESS,2044
6,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0227,N001AK01,"227/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"11,68","11,68",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,272.608.158,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1NC8SCtNfMT-KCm419AVF3QnU0rEGj9Ep/view?usp=drive_link,ON PROGRESS,2044
7,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0228,N001AK01,"228/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"7,58","7,58",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,176.915.232,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1vYw8z2T7txIZPaN7E7FFfrvySMRy48Ks/view?usp=drive_link,ON PROGRESS,2044
8,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0229,N001AK01,"229/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"1,62","1,62",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,37.810.379,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1hqe7pSsewUqNpFgrcs0au__LFx3k876d/view?usp=drive_link,ON PROGRESS,2044
9,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0230,N001AK01,"230/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"94,13","94,13",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,2.196.969.764,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/15zpGfL6v9Ja-R83mwFtBTggMFfQ-CJ6S/view?usp=drive_link,ON PROGRESS,2044
10,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0231,N001AK01,"231/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"62,41","62,41",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,1.456.633.199,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1XSWkEF6t7YO79mzxbKblwJUmK7Iy5LIJ/view?usp=drive_link,ON PROGRESS,2044
11,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0232,N001AK01,"232/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"237,34","237,34",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,5.539.453.988,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/148REFjM7GHiwOahOH5Abg-z9dTnJmF4B/view?usp=drive_link,ON PROGRESS,2044
12,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0233,N001AK01,"233/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"130,67","130,67",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,3.049.803.879,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1NlsP23MVm0AGVGSdDejUCv_cg6d4P-FG/view?usp=drive_link,ON PROGRESS,2044
13,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0234,N001AK01,"234/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"1,94","1,94",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,45.279.096,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1TEDoG-n1Mbh6pJVi__j0weGDAlLE3huc/view?usp=drive_link,ON PROGRESS,2044
14,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0235,N001AK01,"235/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"76,92","76,92",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,1.795.292.832,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/173FCrwO9NXHxyiH3KAaXkxgrMCYOPn3X/view?usp=drive_link,ON PROGRESS,2044
15,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0236,N001AK01,"236/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"407,45","407,45",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,9.509.777.228,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1G5bCNz6JUuD8bcw-egKZTFj8FYeRqGWe/view?usp=drive_link,ON PROGRESS,2044
16,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0237,N001AK01,"237/BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",HGU,PULAU TIGA,"BABO, PANTAI CEMPA, PENGIDAM, BENGKELANG, BATU BEDULANG",BANDAR PUSAKA,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"583,82","583,82",,,,,,,,,,,,,0,HGU,24/03/2021,31/12/2044,13.626.207.244,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1diGkgmdvJZRf8zMFOIkmqUFKjA_7LHK8/view?usp=drive_link,ON PROGRESS,2044
17,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0124,N001AK02,124/PONDOK PABRIK,HGU,LAMA,PONDOK PABRIK,LANGSA LAMA,KOTA LANGSA,ACEH,SUMATERA,KELAPA SAWIT,"2.797,40","2.797,40",,,,,,,,,,,,,1,HGU,21/12/1999,20/12/2024,70.703.364.260,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1ULinnWhtekj56QJqkM72Lxc-RqRDJtuA/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2024
18,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0125,N001AK02,125/TANJUNG SEUMANTOH,HGU,LAMA,TANJUNG SEUMANTOH,KARANG BARU,ACEH TAMIANG,ACEH,SUMATERA,KELAPA SAWIT,"1.969,30","1.969,30",,,,,,,,,,,,,0,HGU,21/12/1999,20/12/2024,49.773.409.322,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1pJofpkXVt9-oX-NJTPSHyHJsxWcEeEKi/view?usp=drive_link,ON PROGRESS,2024
19,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0123,N001AK03,123/PONDOK KELAPA,HGU,BARU,PONDOK KELAPA,LANGSA BARO,KOTA LANGSA,ACEH,SUMATERA,KELAPA SAWIT,"1.812,71","1.812,71",,,,,,,,,,,,,1,HGU,21/12/1999,20/12/2024,39.859.517.526,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1iY0zZdXizIkpIPJcRkzaiEbocKpwMhm4/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2024
20,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0128,N001AK03,128/ALUE GADENG,HGU,BARU,ALUE GADENG,BIREM BAYEUN,ACEH TIMUR,ACEH,SUMATERA,KELAPA SAWIT,"2.927,90","2.927,90",,,,,,,,,,,,,1,HGU,20/05/2000,19/05/2025,66.806.811.066,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1I4JG0mKQXxO-keiIuCHDEysdzI9zJVeM/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2025
21,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0097,N001AK04,97/BLANG TUALANG,HGU,TUALANG SAWIT,BLANG TUALANG,BIREM BAYEUN,ACEH TIMUR,ACEH,SUMATERA,KELAPA SAWIT DAN KARET,"4.269,48","4.269,48",,,,,,,,,,,,,1,HGU,21/03/1994,31/12/2029,64.995.547.813,,,,1,17/09/2026,BERLAKU,<5 TAHUN,1,https://drive.google.com/file/d/1iT-VpdI0ffvHMx4KXYtiJwfWwLF4fUhx/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2029
22,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0147,N001AK04,147/BLANG TUALANG,HGU,TUALANG SAWIT,BLANG TUALANG,BIREM BAYEUN,ACEH TIMUR,ACEH,SUMATERA,KELAPA SAWIT DAN KARET,"1.919,76","1.919,76",,,,,,,,,,,,,1,HGU,14/03/2011,13/03/2046,29.728.606.007,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1DOGPowhmidz6bNZfNc0HL4l5qe6rIows/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2046
23,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0121,N001AK05,121/ALUE ITAM,HGU,JULOK RAYEUK UTARA,ALUE ITAM,INDRA MAKMUR,ACEH TIMUR,ACEH,SUMATERA,KELAPA SAWIT DAN KARET,"6.171,30","6.171,30",,,,,,,,,,,,,1,HGU,21/12/1999,20/12/2024,116.617.000.000,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/13rb-Mv7ONZcO2dfkrelgvdpVglHwqwpA/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2024
24,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0010,N001AK06,10/COT GIREK,HGU,COT GIREK,COT GIREK,COT GIREK,ACEH UTARA,ACEH,SUMATERA,KELAPA SAWIT DAN KARET,"7.506,36","7.506,36",,,,,,,,,,,,,1,HGU,26/12/1996,19/11/2026,175.954.000.000,,,,1,17/09/2026,BERLAKU,<2 TAHUN,1,https://drive.google.com/file/d/1xiY9DnC_mXOx3R8FNexi0we9y3PiDmc6/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2026
25,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0093,N001CD08,93/JULOK RAYEUK SELATAN,HGU,KSO JULOK RAYEUK SELATAN,JULOK RAYEUK SELATAN,INDRA MAKMUR,ACEH TIMUR,ACEH,SUMATERA,KELAPA SAWIT DAN KARET,"2.053,35","2.053,35",,,,,,,,,,,,,1,HGU,08/09/2016,30/12/2040,29.231.000.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1d2nJFtQe_WN8vhkUfzytPfcGGrXjCrRZ/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2040
26,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0122,N001CD07,122/KEUDE PEUREULAK,HGU,KSO KARANG INONG,KEUDE PEUREULAK,PEUREULAK,ACEH TIMUR,ACEH,SUMATERA,NON-KOMODITI,"4.632,60","4.632,60",,,,,,,,,,,,,1,HGU,21/12/1999,20/12/2024,81.002.000.000,,,,1,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1uMDEKX2WdPNxhkh3ZyezL9qy1Nwb9O6j/view?usp=drive_link,TIDAK TERDAMPAK BPHTB,2024
27,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0073,N001A000,73/GAMPONG JAWA,HGB,KANTOR PUSAT,GAMPONG JAWA,LANGSA BARAT,KOTA LANGSA,ACEH,SUMATERA,NON-KOMODITI,"0,28","0,28",,,,,,,,,,,,,1,HGB,11/08/1998,10/08/2028,2.061.400.000,,,,1,17/09/2026,BERLAKU,<4 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2028
28,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0070,N001A000,70/GAMPONG JAWA,HGB,KANTOR PUSAT,GAMPONG JAWA,LANGSA BARAT,KOTA LANGSA,ACEH,SUMATERA,NON-KOMODITI,"0,16","0,16",,,,,,,,,,,,,1,HGB,20/05/1998,18/05/2032,1.340.700.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2032
29,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0001,N001A000,1/PONDOK KEMUNING,HGB,KANTOR PUSAT,PONDOK KEMUNING,LANGSA LAMA,KOTA LANGSA,ACEH,SUMATERA,NON-KOMODITI,"0,15","0,15",,,,,,,,,,,,,1,HGB,17/06/2016,14/06/2046,1.099.500.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2046
30,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0001,N001A000,1/SEULALAH BARU,HGB,KANTOR PUSAT,SEULALAH BARU,LANGSA LAMA,KOTA LANGSA,ACEH,SUMATERA,NON-KOMODITI,"0,16","0,16",,,,,,,,,,,,,1,HGB,17/06/2016,14/06/2046,1.253.600.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2046
31,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0033,N001A000,33/BANDA SAKTI,HGB,KANTOR PUSAT,BANDA SAKTI,BANDA SAKTI,KOTA LHOKSEUMAWE,ACEH,SUMATERA,NON-KOMODITI,"0,18","0,18",,,,,,,,,,,,,1,HGB,18/04/2013,17/04/2033,2.216.900.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2033
32,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0236,N001A000,236/LAKSANA,HGB,KANTOR PUSAT,LAKSANA,KUTA ALAM,KOTA BANDA ACEH,ACEH,SUMATERA,NON-KOMODITI,"0,18","0,18",,,,,,,,,,,,,1,HGB,08/09/1999,08/09/2029,27.986.700.000,,,,1,17/09/2026,BERLAKU,<5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2029
33,Tidak Terdampak BPHTB,PTPN I,HEAD OFFICE,PTPN I,3357,N001A000,3357/CEMPAKA PUTIH TIMUR,HGB,KANTOR PUSAT,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,KOTA ADMINISTRASI JAKARTA PUSAT,DKI JAKARTA,JAWA,NON-KOMODITI,"0,04","0,04",,,,,,,,,,,,,1,HGB,27/05/2011,20/05/2041,8.749.900.000,,,,7,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2041
34,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0001,N001A000,1/RIMBA LANGGEH,HGB,KANTOR PUSAT,RIMBA LANGGEH,ARONGAN LAMBALEK,ACEH BARAT,ACEH,SUMATERA,NON-KOMODITI,"4,71","4,71",,,,,,,,,,,,,1,HGB,20/01/2011,21/01/2031,364.900.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2031
35,Tidak Terdampak BPHTB,PTPN I,REGIONAL 6,PTPN I,0002,N001A000,2/RIMBA LANGGEH,HGB,KANTOR PUSAT,RIMBA LANGGEH,ARONGAN LAMBALEK,ACEH BARAT,ACEH,SUMATERA,NON-KOMODITI,"7,70","7,70",,,,,,,,,,,,,1,HGB,20/01/2011,21/01/2031,604.500.000,,,,1,17/09/2026,BERLAKU,>5 TAHUN,2,,TIDAK TERDAMPAK BPHTB,2031
36,BPHTB,PTPN I,REGIONAL 1,PTPN II,0041,-,41/BUNTU BEDIMBAR,HGB,KANTOR PUSAT,BUNTU BEDIMBAR,TANJUNG MORAWA,DELI SERDANG,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"66,880","66,88","0,00","66,88","0,00","0,00","66,88",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,13/05/2019,12/05/2039,661.644.164.378,,,,2,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1S4utc_G6WXxN5Ymt2TJlEnHNeejkgqYn/view?usp=drive_link,TUNTAS,2039
37,BPHTB,PTPN I,REGIONAL 1,PTPN II,0042,-,42/BUNTU BEDIMBAR,HGB,KANTOR PUSAT,BUNTU BEDIMBAR,TANJUNG MORAWA,DELI SERDANG,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"4,980","4,98","0,00","4,98","0,00","0,00","4,98",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,13/05/2019,12/05/2039,44.952.530.951,,,,2,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1Y3_9lto5F3MmRhGcGpi5bq7FC30cqvcn/view?usp=drive_link,TUNTAS,2039
38,BPHTB,PTPN I,REGIONAL 1,PTPN II,0043,-,43/BUNTU BEDIMBAR,HGB,KANTOR PUSAT,BUNTU BEDIMBAR,TANJUNG MORAWA,DELI SERDANG,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"13,360","13,36","0,00","13,36","0,00","0,00","13,36",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,13/05/2019,12/05/2039,120.595.544.880,,,,2,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1XCyKZcNacBnsTM_j8GXDTE7rrftUGshc/view?usp=drive_link,TUNTAS,2039
39,BPHTB,PTPN I,REGIONAL 1,PTPN II,0600,-,600/LIMAU MANIS,HGB,KANTOR PUSAT,LIMAU MANIS,TANJUNG MORAWA,DELI SERDANG,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,430","0,43","0,00","0,43","0,00","0,00","0,43",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,13/05/2019,12/05/2039,3.881.443.435,,,,2,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1PgDCeCda0maaDNfO4zK6C-0vnMfdf4C5/view?usp=drive_link,TUNTAS,2039
40,BPHTB,PTPN I,REGIONAL 1,PTPN II,0601,-,601/LIMAU MANIS,HGB,KANTOR PUSAT,LIMAU MANIS,TANJUNG MORAWA,DELI SERDANG,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"1,670","1,67","0,00","1,67","0,00","0,00","1,67",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,13/05/2019,12/05/2039,15.074.443.110,,,,2,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/10ZJ3qt5HDJpkoCxJngYgD7fnR5gos2es/view?usp=drive_link,TUNTAS,2039
41,BPHTB,PTPN I,REGIONAL 1,PTPN II,0035,-,35/TIGA RAJA,HGB,KANTOR PUSAT,TIGA RAJA,GIRSANG SIPANGAN BOLON,SIMALUNGUN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,36","0,35","0,00","0,36","0,00","0,00","0,36",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,13/08/1986,12/08/2006,,,,,2,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1Qf1DNvBRvEpA3TX9vaMJutT2TId5A_SX/view?usp=drive_link,TUNTAS,2006
42,BPHTB,PTPN I,REGIONAL 1,PTPN II,0370,-,370/GUNDALING I,HGB,KANTOR PUSAT,GUNDALING I,BERASTAGI,KARO,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"2,83","2,86","0,00","2,83","0,00","0,00","2,83",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,16/08/1991,13/08/2011,54.472.453.308,,,,2,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1xZG1XmnkfVLyS8FmaFZKJ4SQIzvz-L1o/view?usp=drive_link,TUNTAS,2011
43,BPHTB,PTPN I,REGIONAL 1,PTPN II,0244,-,244/BANGUN SARI,HGB,KANTOR PUSAT,BANGUN SARI,TANJUNG MORAWA,DELI SERDANG,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"0,449","0,45","0,00","0,45","0,00","0,00","0,45",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,27/10/1995,26/09/2025,0,,,,2,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/12tAmCU_v6YcMPOgWXH692QPtaETJj3bT/view?usp=drive_link,TUNTAS,2025
44,BPHTB,PTPN I,HEAD OFFICE,PTPN II,0652,-,652/RAWA BARAT,HGB,KANTOR PUSAT,RAWA BARAT,KEBAYORAN BARU,KOTA ADMINISTRASI JAKARTA SELATAN,DKI JAKARTA,JAWA,NON-KOMODITI,"0,05","0,05","0,00","0,00","0,00","0,00","0,05",,"0,00",,"0,00",,,,1,HGB,12/03/1996,11/03/2016,25.054.589.326,,,,7,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1IjGd2SuscJeKmzM2KnTbkEhb_XyqWeCt/view?usp=drive_link,TUNTAS,2016
45,BPHTB,PTPN I,REGIONAL 1,PTPN II,1882,-,1882/KESAWAN,HGB,KANTOR PUSAT,KESAWAN,MEDAN BARAT,KOTA MEDAN,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"3,87","3,87","0,00","3,87","0,00","0,00","3,87",,"0,00",,"0,00","0,00","0,00","0,00",1,HGB,27/11/1995,19/11/2025,651.945.398.417,,,,2,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1VDZWzDS7iezPhpRUtgqsa0J16rMRTrqh/view?usp=drive_link,ON PROGRESS,2025
46,BPHTB,PTPN I,REGIONAL 1,PTPN II,-,-,-/RAMBUNG BARAT,Dalam Proses Sertifikasi,KANTOR PUSAT,RAMBUNG BARAT,BINJAI SELATAN,KOTA BINJAI,SUMATERA UTARA,SUMATERA,NON-KOMODITI,"2,00","1,87",,"0,00",,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,2,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1nzqq0_LmAFeUH6HsjTtyIQuB5v1Q-aUE/view?usp=drive_link,TUNTAS,-
